#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,2,0,0,0
3,3,0,0,0
4,0,0,0,1
5,1,0,0,1
6,2,0,0,1
7,3,0,0,1
8,0,0,0,2
9,1,0,0,2
10,2,0,0,2
11,3,0,0,2
12,0,0,0,3
13,1,0,0,3
14,2,0,0,3
15,3,0,0,3
16,0,0,0,4
17,1,0,0,4
18,2,0,0,4
19,3,0,0,4
20,0,0,0,5
21,1,0,0,5
22,2,0,0,5
23,3,0,0,5
24,0,0,1,0
25,1,0,1,0
26,2,0,1,0
27,3,0,1,0
28,0,0,1,1
29,1,0,1,1
30,2,0,1,1
31,3,0,1,1
32,0,0,1,2
33,1,0,1,2
34,2,0,1,2
35,3,0,1,2
36,0,0,1,3
37,1,0,1,3
38,2,0,1,3
39,3,0,1,3
40,0,0,1,4
41,1,0,1,4
42,2,0,1,4
43,3,0,1,4
44,0,0,1,5
45,1,0,1,5
46,2,0,1,5
47,3,0,1,5
48,0,0,2,0
49,1,0,2,0
50,2,0,2,0
51,3,0,2,0
52,0,0,2,1
53,1,0,2,1
54,2,0,2,1
55,3,0,2,1
56,0,0,2,2
57,1,0,2,2
58,2,0,2,2
59,3,0,2,2
60,0,0,2,3
61,1,0,2,3
62,2,0,2,3
63,3,0,2,3
64,0,0,2,4
65,1,0,2,4
66,2,0,2,4
67,3,0,2,4
68,0,0,2,5
69,1,0,2,5
70,2,0,2,5
71,3,0,2,5
72,0,0,3,0
73,1,0,3,0
74,2,0,3,0
75,3,0,3,0
76,0,0,3,1
77,1,0,3,1
78,2,0,3,1
79,3,0,3,1
80,0,0,3,2
81,1,0,3,2
82,2,0,3,2
83,3,0,3,2
84,0,0,3,3
85,1,0,3,3
86,2,0,3,3
87,3,0,3,3
88,0,0,3,4
89,1,0,3,4
90,2,0,3,4
91,3,0,3,4
92,0,0,3,5
93,1,0,3,5
94,2,0,3,5
95,3,0,3,5
96,0,0,4,0
97,1,0,4,0
98,2,0,4,0
99,3,0,4,0
100,0,0,4,1
101,1,0,4,1
102,2,0,4,1
103,3,0,4,1
104,0,0,4,2
105,1,0,4,2
106,2,0,4,2
107,3,0,4,2
108,0,0,4,3
109,1,0,4,3
110,2,0,4,3
111,3,0,4,3
112,0,0,4,4
113,1,0,4,4
114,2,0,4,4
115,3,0,4,4
116,0,0,4,5
117,1,0,4,5
118,2,0,4,5
119,3,0,4,5
120,0,0,5,0
121,1,0,5,0
122,2,0,5,0
123,3,0,5,0
124,0,0,5,1
125,1,0,5,1
126,2,0,5,1
127,3,0,5,1
128,0,0,5,2
129,1,0,5,2
130,2,0,5,2
131,3,0,5,2
132,0,0,5,3
133,1,0,5,3
134,2,0,5,3
135,3,0,5,3
136,0,0,5,4
137,1,0,5,4
138,2,0,5,4
139,3,0,5,4
140,0,0,5,5
141,1,0,5,5
142,2,0,5,5
143,3,0,5,5
144,0,0,6,0
145,1,0,6,0
146,2,0,6,0
147,3,0,6,0
148,0,0,6,1
149,1,0,6,1
150,2,0,6,1
151,3,0,6,1
152,0,0,6,2
153,1,0,6,2
154,2,0,6,2
155,3,0,6,2
156,0,0,6,3
157,1,0,6,3
158,2,0,6,3
159,3,0,6,3
160,0,0,6,4
161,1,0,6,4
162,2,0,6,4
163,3,0,6,4
164,0,0,6,5
165,1,0,6,5
166,2,0,6,5
167,3,0,6,5
168,0,1,0,0
169,1,1,0,0
170,2,1,0,0
171,3,1,0,0
172,0,1,0,1
173,1,1,0,1
174,2,1,0,1
175,3,1,0,1
176,0,1,0,2
177,1,1,0,2
178,2,1,0,2
179,3,1,0,2
180,0,1,0,3
181,1,1,0,3
182,2,1,0,3
183,3,1,0,3
184,0,1,0,4
185,1,1,0,4
186,2,1,0,4
187,3,1,0,4
188,0,1,0,5
189,1,1,0,5
190,2,1,0,5
191,3,1,0,5
192,0,1,1,0
193,1,1,1,0
194,2,1,1,0
195,3,1,1,0
196,0,1,1,1
197,1,1,1,1
198,2,1,1,1
199,3,1,1,1
200,0,1,1,2
201,1,1,1,2
202,2,1,1,2
203,3,1,1,2
204,0,1,1,3
205,1,1,1,3
206,2,1,1,3
207,3,1,1,3
208,0,1,1,4
209,1,1,1,4
210,2,1,1,4
211,3,1,1,4
212,0,1,1,5
213,1,1,1,5
214,2,1,1,5
215,3,1,1,5
216,0,1,2,0
217,1,1,2,0
218,2,1,2,0
219,3,1,2,0
220,0,1,2,1
221,1,1,2,1
222,2,1,2,1
223,3,1,2,1
224,0,1,2,2
225,1,1,2,2
226,2,1,2,2
227,3,1,2,2
228,0,1,2,3
229,1,1,2,3
230,2,1,2,3
231,3,1,2,3
232,0,1,2,4
233,1,1,2,4
234,2,1,2,4
235,3,1,2,4
236,0,1,2,5
237,1,1,2,5
238,2,1,2,5
239,3,1,2,5
240,0,1,3,0
241,1,1,3,0
242,2,1,3,0
243,3,1,3,0
244,0,1,3,1
245,1,1,3,1
246,2,1,3,1
247,3,1,3,1
248,0,1,3,2
249,1,1,3,2
250,2,1,3,2
251,3,1,3,2
252,0,1,3,3
253,1,1,3,3
254,2,1,3,3
255,3,1,3,3
256,0,1,3,4
257,1,1,3,4
258,2,1,3,4
259,3,1,3,4
260,0,1,3,5
261,1,1,3,5
262,2,1,3,5
263,3,1,3,5
264,0,1,4,0
265,1,1,4,0
266,2,1,4,0
267,3,1,4,0
268,0,1,4,1
269,1,1,4,1
270,2,1,4,1
271,3,1,4,1
272,0,1,4,2
273,1,1,4,2
