#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,0,0,0,1
3,1,0,0,1
4,0,0,0,2
5,1,0,0,2
6,0,0,0,3
7,1,0,0,3
8,0,0,0,4
9,1,0,0,4
10,0,0,0,5
11,1,0,0,5
12,0,0,0,6
13,1,0,0,6
14,0,0,0,7
15,1,0,0,7
16,0,0,0,8
17,1,0,0,8
18,0,0,0,9
19,1,0,0,9
20,0,0,1,0
21,1,0,1,0
22,0,0,1,1
23,1,0,1,1
24,0,0,1,2
25,1,0,1,2
26,0,0,1,3
27,1,0,1,3
28,0,0,1,4
29,1,0,1,4
30,0,0,1,5
31,1,0,1,5
32,0,0,1,6
33,1,0,1,6
34,0,0,1,7
35,1,0,1,7
36,0,0,1,8
37,1,0,1,8
38,0,0,1,9
39,1,0,1,9
40,0,0,2,0
41,1,0,2,0
42,0,0,2,1
43,1,0,2,1
44,0,0,2,2
45,1,0,2,2
46,0,0,2,3
47,1,0,2,3
48,0,0,2,4
49,1,0,2,4
50,0,0,2,5
51,1,0,2,5
52,0,0,2,6
53,1,0,2,6
54,0,0,2,7
55,1,0,2,7
56,0,0,2,8
57,1,0,2,8
58,0,0,2,9
59,1,0,2,9
60,0,0,3,0
61,1,0,3,0
62,0,0,3,1
63,1,0,3,1
64,0,0,3,2
65,1,0,3,2
66,0,0,3,3
67,1,0,3,3
68,0,0,3,4
69,1,0,3,4
70,0,0,3,5
71,1,0,3,5
72,0,0,3,6
73,1,0,3,6
74,0,0,3,7
75,1,0,3,7
76,0,0,3,8
77,1,0,3,8
78,0,0,3,9
79,1,0,3,9
80,0,0,4,0
81,1,0,4,0
82,0,0,4,1
83,1,0,4,1
84,0,0,4,2
85,1,0,4,2
86,0,0,4,3
87,1,0,4,3
88,0,0,4,4
89,1,0,4,4
90,0,0,4,5
91,1,0,4,5
92,0,0,4,6
93,1,0,4,6
94,0,0,4,7
95,1,0,4,7
96,0,0,4,8
97,1,0,4,8
98,0,0,4,9
99,1,0,4,9
100,0,0,5,0
101,1,0,5,0
102,0,0,5,1
103,1,0,5,1
104,0,0,5,2
105,1,0,5,2
106,0,0,5,3
107,1,0,5,3
108,0,0,5,4
109,1,0,5,4
110,0,0,5,5
111,1,0,5,5
112,0,0,5,6
113,1,0,5,6
114,0,0,5,7
115,1,0,5,7
116,0,0,5,8
117,1,0,5,8
118,0,0,5,9
119,1,0,5,9
120,0,0,6,0
121,1,0,6,0
122,0,0,6,1
123,1,0,6,1
124,0,0,6,2
125,1,0,6,2
126,0,0,6,3
127,1,0,6,3
128,0,0,6,4
129,1,0,6,4
130,0,0,6,5
131,1,0,6,5
132,0,0,6,6
133,1,0,6,6
134,0,0,6,7
135,1,0,6,7
136,0,0,6,8
137,1,0,6,8
138,0,0,6,9
139,1,0,6,9
140,0,1,0,0
141,1,1,0,0
142,0,1,0,1
143,1,1,0,1
144,0,1,0,2
145,1,1,0,2
146,0,1,0,3
147,1,1,0,3
148,0,1,0,4
149,1,1,0,4
150,0,1,0,5
151,1,1,0,5
152,0,1,0,6
153,1,1,0,6
154,0,1,0,7
155,1,1,0,7
156,0,1,0,8
157,1,1,0,8
158,0,1,0,9
159,1,1,0,9
160,0,1,1,0
161,1,1,1,0
162,0,1,1,1
163,1,1,1,1
164,0,1,1,2
165,1,1,1,2
166,0,1,1,3
167,1,1,1,3
168,0,1,1,4
169,1,1,1,4
170,0,1,1,5
171,1,1,1,5
172,0,1,1,6
173,1,1,1,6
174,0,1,1,7
175,1,1,1,7
176,0,1,1,8
177,1,1,1,8
178,0,1,1,9
179,1,1,1,9
180,0,1,2,0
181,1,1,2,0
182,0,1,2,1
183,1,1,2,1
184,0,1,2,2
185,1,1,2,2
186,0,1,2,3
187,1,1,2,3
188,0,1,2,4
189,1,1,2,4
190,0,1,2,5
191,1,1,2,5
192,0,1,2,6
193,1,1,2,6
194,0,1,2,7
195,1,1,2,7
196,0,1,2,8
197,1,1,2,8
198,0,1,2,9
199,1,1,2,9
200,0,1,3,0
201,1,1,3,0
202,0,1,3,1
203,1,1,3,1
204,0,1,3,2
205,1,1,3,2
206,0,1,3,3
207,1,1,3,3
208,0,1,3,4
209,1,1,3,4
210,0,1,3,5
211,1,1,3,5
212,0,1,3,6
213,1,1,3,6
214,0,1,3,7
215,1,1,3,7
216,0,1,3,8
217,1,1,3,8
218,0,1,3,9
219,1,1,3,9
220,0,1,4,0
221,1,1,4,0
222,0,1,4,1
223,1,1,4,1
224,0,1,4,2
225,1,1,4,2
226,0,1,4,3
227,1,1,4,3
228,0,1,4,4
229,1,1,4,4
230,0,1,4,5
231,1,1,4,5
232,0,1,4,6
233,1,1,4,6
234,0,1,4,7
235,1,1,4,7
236,0,1,4,8
237,1,1,4,8
238,0,1,4,9
239,1,1,4,9
240,0,1,5,0
241,1,1,5,0
242,0,1,5,1
243,1,1,5,1
244,0,1,5,2
245,1,1,5,2
246,0,1,5,3
247,1,1,5,3
248,0,1,5,4
249,1,1,5,4
250,0,1,5,5
251,1,1,5,5
252,0,1,5,6
253,1,1,5,6
254,0,1,5,7
255,1,1,5,7
256,0,1,5,8
257,1,1,5,8
258,0,1,5,9
259,1,1,5,9
260,0,1,6,0
261,1,1,6,0
262,0,1,6,1
263,1,1,6,1
264,0,1,6,2
265,1,1,6,2
266,0,1,6,3
267,1,1,6,3
268,0,1,6,4
269,1,1,6,4
270,0,1,6,5
271,1,1,6,5
272,0,1,6,6
273,1,1,6,6
